,club_name,season,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_contract_valid_until,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
128,ES Troyes AC,2021-2022,71.56,75.38,3306250.0,19234.38,26.0,181.38,74.38,2023.19,1.06,70.4,52.33,63.53,67.73,61.73,72.33,61.07,46.13,62.0,69.87,45.2,66.93,57.67,47.33,63.6,69.07,69.47,71.0,68.8,67.53,67.4,64.87,67.53,74.13,73.13,54.07,69.93,60.87,57.07,60.33,52.13,66.07,60.67,63.73,60.13,73,71,72,73,74,40.0
129,Eintracht Frankfurt,2017-2018,76.5,79.5,8831250.0,26562.5,26.19,181.88,78.38,2019.56,1.69,70.4,64.2,66.8,71.33,59.47,72.53,60.4,61.27,64.13,72.8,60.33,70.73,63.8,58.53,65.27,73.67,71.07,69.93,69.27,72.27,66.07,72.53,69.4,72.67,74.87,64.2,67.67,57.73,62.73,65.6,61.27,70.53,56.27,62.2,57.87,79,77,73,79,85,41.0
130,Eintracht Frankfurt,2018-2019,76.25,80.0,9281250.0,28750.0,24.94,181.25,79.0,2020.5,1.38,74.4,63.33,65.4,72.6,54.6,72.27,60.6,61.0,65.33,71.47,62.27,72.47,62.13,53.33,63.4,73.27,73.2,75.27,71.6,73.27,68.4,70.87,70.27,72.8,72.6,62.0,70.2,51.4,63.93,64.53,60.47,71.53,49.8,58.53,52.33,74,71,66,74,77,46.0
131,Eintracht Frankfurt,2019-2020,77.5,80.94,11812500.0,32250.0,25.88,183.81,77.75,2022.56,1.5,71.6,62.47,67.27,70.53,67.33,75.33,61.2,58.53,67.27,73.0,57.0,69.33,59.87,54.73,68.33,73.0,70.8,72.2,68.67,74.87,66.47,72.0,71.4,78.27,74.8,64.27,74.33,67.27,62.53,67.0,55.27,71.87,66.67,68.6,63.87,82,77,79,83,85,49.0
132,Eintracht Frankfurt,2020-2021,77.0,79.31,13275000.0,27187.5,26.62,185.25,80.81,2022.88,1.69,72.4,65.93,68.33,71.73,67.8,76.2,65.87,63.47,71.73,72.53,58.13,71.53,65.53,52.6,67.67,74.4,71.73,72.8,65.2,75.2,65.0,74.67,74.6,75.27,77.33,65.93,74.73,66.27,68.73,68.53,56.73,74.13,65.87,70.27,64.87,82,78,79,83,85,49.0
133,Eintracht Frankfurt,2021-2022,77.0,79.88,14481250.0,29625.0,25.25,183.81,78.88,2023.06,1.69,74.67,64.87,69.27,75.53,58.87,72.6,65.6,63.6,64.87,73.4,58.07,75.8,66.07,53.8,68.2,76.4,74.87,74.4,73.07,74.07,72.0,71.47,69.73,76.33,71.93,63.2,70.27,57.8,70.8,70.47,58.87,74.87,57.4,60.07,54.53,82,78,79,82,84,48.0
134,FC Arsenal,2017-2018,82.88,84.38,27250000.0,138750.0,27.25,180.62,75.75,2019.81,3.06,73.73,67.4,73.07,77.07,58.27,74.93,69.6,64.4,67.33,79.07,62.53,75.87,65.67,62.07,69.8,79.67,73.4,73.87,74.4,81.07,72.73,74.6,71.4,78.27,72.93,67.13,76.4,59.4,73.13,73.07,66.33,78.0,53.8,59.4,55.93,82,87,76,83,81,42.0
135,FC Arsenal,2018-2019,81.56,83.88,23250000.0,120937.5,26.5,181.75,77.0,2021.19,2.69,73.07,65.33,71.27,75.0,60.33,72.87,67.53,62.33,64.27,78.67,60.4,74.0,61.2,57.33,68.2,77.8,71.93,74.07,71.07,79.73,70.67,74.4,66.87,76.8,71.47,64.33,72.87,61.33,69.93,70.47,60.73,76.67,58.73,60.47,59.07,84,82,73,85,82,49.0
136,FC Arsenal,2019-2020,81.62,84.88,24281250.0,100312.5,26.38,181.69,77.12,2021.94,2.56,75.27,67.13,73.33,76.13,62.73,73.2,71.33,64.07,65.47,78.2,60.27,75.2,69.33,61.6,70.93,78.53,74.53,75.73,72.6,78.8,72.13,76.27,66.67,76.6,71.73,67.27,73.8,64.2,70.6,73.47,59.6,78.0,60.33,62.93,62.13,83,81,78,84,85,56.0
137,FC Arsenal,2020-2021,80.44,83.88,30000000.0,89000.0,26.06,181.12,76.81,2022.62,2.25,74.13,65.6,73.6,75.93,61.8,71.87,70.0,62.47,61.73,78.27,56.53,75.07,70.27,61.67,71.53,78.53,74.07,74.0,73.33,78.13,70.87,74.4,61.8,76.4,71.13,65.47,70.4,63.0,70.67,74.73,60.87,76.67,59.87,63.07,60.47,85,83,80,84,86,56.0
138,FC Arsenal,2021-2022,79.44,83.94,26125000.0,77125.0,24.94,183.31,75.44,2024.06,1.94,73.27,60.6,71.73,74.87,61.53,72.33,68.27,57.8,63.47,77.8,51.53,74.47,64.67,57.4,69.4,77.4,72.87,73.67,71.4,76.53,68.0,69.6,64.73,77.47,71.53,59.8,70.13,62.47,65.6,71.87,56.87,74.47,61.47,60.93,59.93,85,80,76,83,85,55.0
139,FC Augsburg,2017-2018,74.81,76.75,6268750.0,23125.0,26.56,182.06,77.5,2019.56,1.75,73.8,65.53,67.8,72.73,55.07,70.47,66.4,61.13,61.93,71.0,61.07,72.47,66.47,61.8,68.13,72.87,73.07,74.4,74.27,72.73,71.53,75.0,69.87,73.8,69.4,68.73,68.87,57.0,66.47,65.87,58.8,69.27,49.13,57.73,53.13,82,75,73,79,82,44.0
140,FC Augsburg,2018-2019,75.38,77.0,7031250.0,22500.0,26.94,183.94,80.69,2020.69,1.62,68.33,66.47,68.33,70.33,57.73,73.4,66.07,61.73,65.0,72.6,62.13,69.53,63.67,60.33,68.4,72.67,66.13,69.8,68.53,73.93,66.53,77.0,70.93,72.8,74.8,68.87,71.47,56.8,66.67,66.87,59.13,69.93,55.47,59.13,55.87,75,67,61,72,75,45.0
141,FC Augsburg,2019-2020,74.62,78.44,6856250.0,20125.0,25.81,183.56,79.19,2022.44,1.31,69.53,64.33,64.67,69.33,53.6,73.0,60.93,61.6,67.53,70.33,57.47,68.2,57.73,48.67,64.73,70.93,68.73,70.33,68.87,72.73,66.6,73.87,68.47,71.93,75.07,64.0,69.93,51.4,65.73,64.0,57.07,68.87,51.27,53.4,51.4,78,77,72,75,78,41.0
142,FC Augsburg,2020-2021,74.56,78.69,6925000.0,22812.5,25.88,183.94,78.12,2022.94,1.25,68.4,60.0,65.13,69.33,59.73,72.27,58.0,55.47,66.0,72.0,52.8,67.93,56.53,47.67,65.73,71.47,67.93,68.73,68.27,73.2,66.87,71.07,66.33,73.2,74.33,61.47,67.53,57.73,63.73,65.93,54.27,69.8,58.07,60.73,57.53,78,73,64,74,80,28.0
143,FC Augsburg,2021-2022,74.12,77.88,6268750.0,19750.0,26.06,184.75,79.31,2023.62,1.5,69.67,58.0,64.27,69.0,62.6,72.47,58.6,53.6,63.6,70.8,51.8,67.13,54.27,44.73,65.2,70.8,69.47,69.67,69.47,72.4,68.33,68.8,69.73,73.67,74.0,59.27,67.6,61.2,62.0,65.0,51.6,68.93,62.2,63.93,61.07,80,74,64,77,82,28.0
144,FC Barcelona,2017-2018,84.75,87.81,39687500.0,224062.5,26.38,179.62,75.0,2020.31,3.31,76.47,72.33,77.93,82.4,59.8,69.13,73.47,71.67,61.67,82.73,68.73,82.47,77.27,66.93,76.2,84.53,77.6,75.67,78.93,82.6,73.2,75.13,67.93,76.93,66.6,71.53,65.73,63.27,77.33,78.27,67.07,80.2,54.07,63.07,58.33,84,83,87,81,86,45.0
145,FC Barcelona,2018-2019,86.12,89.12,47218750.0,245625.0,26.56,179.31,75.12,2021.81,3.12,72.93,72.2,78.13,81.07,65.93,71.4,72.33,70.73,66.47,83.87,66.53,80.13,73.53,67.0,76.73,84.33,74.2,72.07,77.6,83.07,74.47,75.93,68.6,78.4,69.33,73.33,69.0,64.47,75.07,78.8,68.07,81.6,67.13,66.6,63.13,87,85,88,85,90,45.0
146,FC Barcelona,2019-2020,86.5,88.56,47375000.0,252187.5,27.56,180.25,75.19,2022.44,3.38,74.2,70.73,79.13,80.8,71.27,74.93,74.6,69.87,70.6,84.27,66.0,79.47,76.2,63.73,79.6,84.8,74.4,74.27,76.93,85.2,73.13,74.4,71.13,80.47,72.73,70.67,74.53,72.07,75.27,78.93,65.93,84.47,72.13,71.0,68.53,88,85,88,88,90,45.0
147,FC Barcelona,2020-2021,85.25,87.56,58000000.0,228437.5,27.94,180.12,74.62,2022.81,3.25,74.67,69.8,78.4,81.4,66.2,72.4,74.13,68.4,68.93,82.6,65.4,80.6,77.67,65.33,78.47,84.67,75.0,74.47,78.07,84.6,73.87,73.87,70.2,79.2,69.93,70.4,70.47,66.07,74.4,78.33,64.87,84.4,67.13,65.53,62.53,88,85,88,88,90,45.0
148,FC Barcelona,2021-2022,82.25,86.5,45062500.0,150437.5,25.69,179.12,72.5,2023.5,2.75,74.13,65.2,74.27,77.87,62.47,69.6,66.67,65.27,65.73,80.6,57.87,76.2,71.4,58.47,75.4,81.0,74.27,74.13,75.93,79.93,74.6,68.2,68.93,74.4,67.8,64.73,68.73,61.93,68.93,74.8,58.93,80.67,61.47,63.27,59.67,88,85,88,88,90,43.0
149,FC Bayern München,2017-2018,86.19,87.88,43812500.0,177812.5,27.19,183.31,79.75,2020.38,3.44,73.6,71.0,76.93,77.8,65.4,73.8,71.27,66.4,72.93,82.4,70.33,76.07,72.4,66.2,76.93,81.47,73.73,73.33,73.67,85.13,71.93,79.27,70.0,76.07,74.53,74.33,70.2,70.27,72.2,77.0,66.6,82.8,59.2,66.47,63.2,91,90,95,91,89,60.0
150,FC Bayern München,2018-2019,85.56,87.56,41187500.0,119375.0,26.5,184.06,80.44,2021.12,3.31,75.0,71.33,76.47,78.0,64.27,73.4,71.6,66.6,72.2,81.87,70.6,76.67,70.87,64.87,76.13,81.67,75.13,74.87,73.73,84.33,71.4,79.6,71.8,75.8,74.13,74.47,68.67,66.2,71.73,76.0,64.8,81.07,62.6,63.07,60.87,91,88,91,88,88,57.0
151,FC Bayern München,2019-2020,85.19,87.0,40031250.0,141562.5,26.75,183.5,79.69,2021.62,3.12,75.67,70.6,76.27,78.0,66.67,75.13,72.67,65.93,72.93,81.13,68.73,76.47,70.07,63.53,75.93,81.53,75.27,76.07,74.0,84.33,72.6,79.2,74.6,78.87,74.67,74.07,71.87,67.2,72.93,76.07,62.0,80.13,65.13,66.6,63.33,87,87,91,85,87,57.0
152,FC Bayern München,2020-2021,84.19,86.81,53562500.0,102562.5,26.44,184.62,79.81,2022.81,2.94,75.33,68.73,75.4,76.47,67.8,75.8,73.13,64.2,75.13,80.67,66.73,75.13,67.87,59.47,74.33,80.0,74.6,76.0,71.67,84.67,70.2,78.4,75.07,75.27,76.67,71.47,74.33,67.2,71.8,75.53,59.53,79.87,66.4,68.27,64.8,87,87,91,86,89,57.0
153,FC Bayern München,2021-2022,84.31,86.81,57250000.0,107750.0,26.19,184.06,81.12,2024.0,3.38,76.27,70.27,75.6,77.8,65.93,75.4,71.6,67.6,72.07,81.2,65.13,76.67,67.87,58.87,75.13,80.2,75.07,77.27,73.53,83.4,72.93,77.67,73.87,77.0,75.6,72.0,73.8,65.67,73.4,75.73,59.93,78.53,64.27,66.87,62.6,88,88,91,89,88,56.0
154,FC Bologna,2017-2018,75.31,79.0,7293750.0,44375.0,25.69,181.75,75.94,2019.81,1.5,74.8,57.87,67.2,73.13,57.4,69.53,62.87,50.6,60.93,72.47,57.27,73.13,63.4,54.53,66.73,74.07,74.2,75.2,72.87,70.73,71.53,70.2,70.33,75.4,67.27,61.33,68.0,57.87,62.07,66.47,58.33,73.07,53.0,59.6,58.8,82,80,64,78,82,43.0
155,FC Bologna,2018-2019,75.12,78.25,6912500.0,26875.0,25.88,183.75,76.25,2020.19,1.38,70.27,59.07,63.93,71.27,60.6,70.4,57.53,52.8,65.0,70.33,58.0,70.73,61.93,54.53,63.0,72.47,69.4,71.13,70.67,71.53,68.6,71.53,68.73,72.13,70.67,60.73,67.67,58.13,60.6,63.07,57.73,72.73,63.93,58.6,56.73,80,75,54,75,81,51.0
156,FC Bologna,2019-2020,74.88,78.0,7193750.0,27062.5,25.81,183.44,77.5,2022.0,1.44,68.87,62.07,68.8,72.93,57.93,69.13,65.93,56.33,64.47,73.67,60.47,73.2,68.87,60.53,66.47,74.47,68.13,69.67,70.73,71.07,69.0,72.8,65.6,69.8,69.13,64.33,68.73,55.6,65.27,66.87,61.2,72.6,60.2,56.53,53.53,80,75,54,75,81,51.0
157,FC Bologna,2020-2021,73.62,79.38,6250000.0,22875.0,25.12,182.69,75.31,2023.0,1.44,70.53,61.6,67.93,73.0,59.4,66.67,64.07,57.6,62.93,73.8,57.33,73.0,63.33,55.47,67.0,74.2,70.73,70.33,72.4,70.4,70.6,69.13,65.07,69.27,65.6,64.6,66.0,57.8,63.87,66.73,57.47,69.33,60.8,58.87,55.6,80,75,54,75,81,51.0
158,FC Bologna,2021-2022,74.44,79.75,8187500.0,24625.0,25.12,183.44,77.06,2023.38,1.44,70.67,60.53,67.2,71.6,57.4,68.0,63.73,58.0,63.53,73.13,56.4,70.67,60.8,52.87,67.47,74.33,70.6,70.8,70.13,69.8,69.13,66.27,68.73,69.47,68.6,62.13,63.87,55.2,60.73,65.6,57.6,69.73,58.67,56.93,53.33,78,72,54,74,81,51.0
159,FC Brentford,2021-2022,73.25,78.75,6093750.0,30250.0,24.06,183.88,76.38,2023.69,1.0,73.27,58.53,62.33,69.2,60.53,73.73,57.6,58.2,60.67,68.33,52.73,67.87,54.53,46.47,62.4,70.53,72.33,74.13,70.6,71.2,67.47,63.27,68.8,75.27,74.27,56.07,71.8,60.93,62.13,62.13,55.2,70.67,59.8,61.6,58.13,77,68,67,72,75,47.0
160,FC Burnley,2017-2018,75.56,77.31,7187500.0,51250.0,27.25,182.19,77.75,2019.62,1.31,68.2,63.13,67.93,71.47,63.13,76.67,68.33,60.0,68.33,70.67,60.0,70.8,66.33,59.33,66.4,73.27,69.07,67.4,68.93,73.33,69.73,71.47,76.0,78.73,77.0,62.53,73.2,64.53,63.87,66.67,61.73,73.47,60.53,63.53,61.2,80,79,76,80,83,54.0
161,FC Burnley,2018-2019,77.5,78.69,10250000.0,53750.0,27.38,182.38,78.31,2020.38,1.19,67.0,62.87,69.2,72.0,63.27,73.33,66.4,60.27,68.13,73.07,59.67,71.07,65.67,58.07,68.2,74.73,67.6,66.6,67.93,75.13,71.67,70.8,77.33,74.27,72.53,61.27,72.4,63.27,65.6,69.27,61.8,74.93,64.0,62.2,59.13,79,80,74,80,80,48.0
162,FC Burnley,2019-2020,76.75,78.31,9062500.0,38250.0,27.38,183.69,78.38,2021.06,1.25,64.73,62.47,69.53,70.93,65.2,73.27,66.47,59.53,70.13,72.67,57.87,69.67,67.6,59.27,69.6,73.6,64.87,64.4,66.93,74.93,70.2,70.93,75.13,74.53,72.87,61.4,72.0,65.27,65.47,69.27,61.2,74.73,65.27,64.67,61.67,78,80,75,80,79,48.0
163,FC Burnley,2020-2021,76.75,77.81,11500000.0,49500.0,28.19,183.06,77.88,2021.88,1.19,66.33,63.33,70.0,71.47,63.13,73.13,69.67,59.73,70.47,72.33,57.73,70.6,69.33,60.93,68.07,74.07,65.93,66.73,67.53,75.27,68.67,72.2,77.13,74.73,72.4,62.93,71.87,62.67,67.27,69.87,62.2,74.4,63.13,62.27,58.67,79,81,75,83,84,48.0
164,FC Burnley,2021-2022,76.62,78.38,10393750.0,33437.5,27.75,183.62,76.5,2023.31,1.12,66.4,60.6,68.53,70.6,65.33,74.87,67.93,57.4,69.53,72.67,54.73,69.4,64.07,58.53,67.13,73.0,66.67,66.13,66.13,73.93,67.73,69.53,76.87,77.8,73.47,60.2,73.93,64.87,63.33,66.4,57.53,73.47,65.33,65.33,61.6,81,83,75,83,84,49.0
165,FC Chelsea,2017-2018,84.44,86.81,37125000.0,169062.5,26.25,183.44,80.44,2020.19,3.0,76.0,65.8,71.53,76.2,61.87,74.87,67.73,63.87,69.87,77.6,59.33,75.13,62.93,57.07,69.0,79.47,75.67,76.07,71.47,82.53,67.93,71.8,71.8,78.4,75.07,66.13,71.07,62.87,67.4,71.73,63.33,79.27,57.6,62.8,60.47,85,91,69,86,88,49.0
166,FC Chelsea,2018-2019,83.62,85.88,33000000.0,146250.0,26.88,182.06,77.94,2020.94,2.75,72.8,67.07,76.73,78.73,63.53,71.67,72.53,64.0,67.27,82.07,62.93,78.47,68.67,64.67,75.6,82.27,72.53,72.8,72.4,81.4,69.87,73.93,68.13,74.87,70.87,67.73,70.4,64.6,68.8,77.07,66.4,79.4,62.93,63.67,58.93,84,80,76,80,84,33.0
167,FC Chelsea,2019-2020,81.62,84.69,24000000.0,117125.0,26.0,182.44,80.75,2022.31,2.31,70.73,63.13,72.4,76.33,63.4,73.13,66.47,60.13,63.53,78.67,58.33,75.93,63.0,57.47,71.47,79.4,70.73,70.6,71.33,79.67,69.73,72.53,70.67,74.0,72.53,62.27,73.2,63.93,66.93,73.93,60.0,76.93,62.27,64.73,60.73,84,82,86,80,85,33.0
168,FC Chelsea,2020-2021,82.25,85.56,46000000.0,103562.5,25.12,182.56,78.56,2023.56,2.25,74.0,64.93,73.87,76.87,63.67,72.33,70.2,62.87,67.8,79.8,61.67,75.67,66.13,60.93,71.8,79.87,73.8,74.07,73.27,82.07,70.6,72.4,71.4,79.4,69.53,62.0,70.87,63.4,69.0,73.6,62.27,77.2,62.6,64.53,60.13,81,82,85,79,82,33.0
169,FC Chelsea,2021-2022,83.56,86.31,51437500.0,136812.5,26.06,181.94,77.62,2023.88,2.75,75.6,66.07,76.8,79.0,64.87,73.33,73.87,63.73,67.53,81.93,62.53,78.67,69.67,63.13,75.6,81.33,75.67,75.4,74.47,83.0,73.4,74.0,72.33,80.13,70.4,63.87,72.4,64.73,71.13,76.2,62.87,79.4,63.73,66.07,61.27,83,82,78,81,84,35.0
170,FC Crotone,2017-2018,70.44,74.19,2154687.5,8937.5,25.31,185.06,77.38,2018.62,1.19,66.33,50.4,57.4,63.13,57.27,71.33,54.6,44.6,62.0,64.13,48.6,61.07,51.8,45.53,57.33,65.8,64.4,67.67,64.13,67.4,61.27,61.6,66.8,72.93,71.73,52.47,68.87,55.93,53.27,53.0,49.53,66.47,54.2,59.4,57.33,68,70,62,72,74,26.0
171,FC Crotone,2020-2021,69.25,72.5,1896875.0,7062.5,26.75,182.88,75.81,2021.81,1.06,70.33,60.07,62.07,68.4,50.2,65.93,58.93,57.07,62.67,67.4,57.13,68.2,57.73,52.67,58.4,67.93,69.4,70.93,70.67,67.53,67.8,65.73,66.2,68.67,66.0,60.07,62.07,48.2,64.27,61.53,61.13,66.2,49.0,49.07,47.67,65,62,58,59,61,45.0
172,FC Cádiz,2020-2021,71.56,74.31,2893750.0,18312.5,27.19,181.62,76.25,2022.5,1.19,70.07,63.07,65.07,66.8,53.4,71.33,62.2,60.93,63.27,69.53,52.53,65.93,65.0,58.4,62.87,68.27,69.67,70.2,66.93,65.07,68.47,69.2,69.4,73.67,73.07,64.73,64.4,50.33,62.07,63.27,61.93,66.33,51.6,54.4,52.2,75,71,64,73,75,45.0
173,FC Cádiz,2021-2022,74.06,76.12,5012500.0,24937.5,27.69,180.81,74.94,2023.44,1.19,72.13,65.4,65.2,69.13,53.8,70.53,63.8,63.27,64.0,69.8,54.47,67.73,64.6,56.4,64.2,71.2,72.13,72.13,71.67,68.13,68.6,72.33,71.33,70.33,70.73,67.53,70.27,49.4,63.67,62.27,58.53,65.87,53.33,54.67,50.67,78,77,67,74,80,46.0
174,FC Elche,2020-2021,69.38,72.94,2389062.5,11125.0,26.25,180.38,75.38,2021.81,1.0,69.07,60.47,62.07,66.93,49.93,67.33,59.33,58.47,57.4,66.8,51.8,65.87,57.67,52.73,59.0,68.6,69.4,68.6,68.2,65.6,66.8,66.8,61.33,69.6,68.4,60.2,62.93,46.73,61.13,63.0,60.4,63.0,51.2,49.53,46.87,76,69,67,73,75,33.0
175,FC Elche,2021-2022,74.94,76.19,6187500.0,19687.5,28.88,180.69,74.19,2023.19,1.44,71.4,66.33,68.27,72.13,54.47,69.2,64.07,65.8,62.73,73.0,59.87,72.07,64.4,58.2,67.87,74.2,72.67,70.27,72.4,70.4,67.2,71.87,68.27,71.73,68.93,64.2,66.47,56.8,68.0,68.13,61.93,68.53,54.93,51.4,49.6,77,76,76,77,82,44.0
176,FC Empoli,2018-2019,71.88,75.62,3512500.0,9875.0,25.62,182.0,75.69,2020.5,1.12,69.93,63.67,64.2,70.2,53.67,65.8,58.2,61.4,64.27,69.67,58.27,69.4,62.27,55.0,63.6,71.13,69.0,70.67,72.27,68.33,69.87,69.6,70.07,69.27,65.07,63.47,62.13,50.07,67.47,63.47,62.2,68.4,55.93,52.07,47.73,70,68,62,70,72,42.0
177,FC Empoli,2021-2022,70.62,76.25,2937500.0,23659.38,24.38,181.69,74.06,2022.88,1.06,69.87,54.4,60.93,68.13,55.33,66.8,57.8,49.93,59.53,66.87,52.87,66.27,55.87,46.07,61.2,69.87,68.4,71.33,69.8,68.73,72.07,63.8,66.33,69.67,66.33,54.87,63.8,54.0,59.73,58.67,52.53,66.53,56.13,54.47,53.67,70,69,64,73,73,26.0
178,FC Everton,2017-2018,80.5,83.0,17281250.0,103750.0,26.75,181.38,75.06,2020.56,2.25,72.73,66.67,71.93,75.67,64.53,76.53,69.2,63.67,69.13,78.13,58.47,74.8,63.13,59.27,72.33,78.67,72.73,72.67,71.93,78.2,70.4,75.47,73.27,80.0,75.93,67.8,74.33,63.0,65.93,68.67,65.4,76.4,62.47,67.07,62.6,77,76,85,73,82,44.0
179,FC Everton,2018-2019,79.12,82.62,14750000.0,85625.0,25.0,182.06,75.88,2021.62,1.94,70.6,65.47,69.67,74.13,61.27,72.47,66.53,63.6,69.27,75.2,57.13,73.73,64.13,61.4,66.4,76.0,70.6,70.6,70.47,75.6,68.93,74.33,71.73,74.07,71.67,64.0,72.8,60.87,67.33,68.47,61.0,75.2,59.47,61.93,57.73,83,77,88,80,86,48.0
180,FC Everton,2019-2020,79.12,82.81,15875000.0,74625.0,24.94,183.44,76.5,2022.88,1.62,72.87,67.33,70.27,76.13,56.53,71.93,68.13,65.47,69.2,75.93,61.53,77.0,67.93,59.53,65.4,77.47,71.6,74.0,71.27,76.13,68.67,76.0,71.4,75.27,71.27,65.2,69.53,53.8,69.93,69.4,61.67,76.07,54.73,57.27,51.27,82,78,87,82,86,48.0
181,FC Everton,2020-2021,79.25,81.88,23500000.0,77812.5,25.69,182.81,75.94,2023.44,1.75,69.33,65.8,72.2,75.47,64.27,73.47,70.6,61.67,68.73,77.47,61.2,76.0,66.53,56.47,70.33,77.6,68.27,70.2,69.73,77.67,68.6,76.0,70.87,76.2,72.53,66.67,72.53,64.2,68.27,70.93,59.13,76.33,63.47,64.53,60.53,81,77,87,77,85,48.0
182,FC Everton,2021-2022,79.56,81.5,22937500.0,81562.5,26.69,184.12,77.5,2023.69,2.25,68.73,65.8,72.33,75.33,65.07,75.33,70.13,62.4,69.2,78.07,60.87,75.47,65.47,55.93,71.27,77.73,66.4,70.53,68.67,77.93,66.93,74.8,70.6,75.8,75.33,66.6,75.27,64.2,67.47,70.93,59.67,76.93,64.6,65.73,61.73,83,78,87,80,86,49.0
183,FC Fulham,2018-2019,76.06,80.5,10012500.0,46875.0,24.5,181.75,77.19,2020.69,1.31,71.33,63.67,67.8,71.53,62.67,71.93,62.4,62.67,65.47,73.6,58.47,70.13,61.27,55.53,66.33,73.8,70.93,71.73,70.2,73.33,72.07,69.53,73.0,72.6,71.4,62.2,71.93,61.2,64.07,68.33,58.0,73.4,63.6,63.4,58.6,77,79,77,80,81,52.0
184,FC Fulham,2020-2021,75.06,77.88,9156250.0,67312.5,26.0,180.75,78.25,2022.81,1.25,73.47,62.93,67.6,73.0,62.6,71.6,64.87,59.67,63.6,72.4,54.33,72.33,61.8,56.6,65.4,74.0,73.6,73.33,74.47,71.33,73.53,70.47,66.8,74.27,70.67,64.2,71.4,62.07,67.27,67.87,60.0,69.47,61.53,64.33,59.8,85,79,80,78,84,55.0
185,FC Getafe,2017-2018,73.75,76.06,5500000.0,18750.0,27.06,176.94,71.0,2018.94,1.25,71.2,62.73,66.4,70.07,54.6,68.0,64.8,60.53,59.0,70.4,56.53,68.73,64.93,57.47,66.2,71.33,71.47,71.2,72.93,69.47,71.13,69.8,68.67,72.0,67.93,62.67,63.33,54.33,62.73,63.87,59.47,66.93,53.27,55.33,51.93,72,74,73,71,75,52.0
186,FC Getafe,2018-2019,76.56,79.19,8706250.0,21250.0,26.56,179.06,72.69,2021.12,1.06,67.53,64.67,66.73,71.07,57.8,69.4,61.73,64.13,65.07,74.73,55.73,69.67,62.0,56.33,65.53,74.6,67.73,67.33,68.8,72.73,67.27,71.07,67.93,70.93,69.53,63.53,67.53,57.6,65.13,62.67,56.33,66.0,56.07,58.13,55.6,81,73,66,81,75,41.0
187,FC Getafe,2019-2020,77.88,81.0,11843750.0,27812.5,26.69,179.5,73.56,2021.5,1.12,66.87,60.93,67.73,70.93,64.0,71.4,66.0,58.4,67.0,74.0,51.13,69.33,63.0,57.0,67.27,74.93,66.07,67.53,67.8,75.4,64.2,70.67,68.47,71.6,71.2,60.27,72.07,62.8,64.13,62.8,54.93,69.6,63.73,64.6,62.13,83,81,71,82,83,41.0
188,FC Getafe,2020-2021,77.44,81.5,17500000.0,28375.0,26.06,180.44,73.5,2022.31,1.06,71.4,64.2,67.07,72.07,61.4,74.4,64.87,62.6,68.67,73.0,54.8,71.27,62.93,52.87,65.47,74.53,71.0,72.0,67.87,76.0,67.07,72.6,72.33,73.33,74.0,62.53,77.0,58.8,68.4,64.6,55.33,71.13,61.67,61.2,58.8,83,81,72,81,84,41.0
189,FC Getafe,2021-2022,76.31,80.62,12175000.0,26312.5,25.94,182.75,75.44,2023.56,1.12,66.53,60.6,65.53,69.53,62.53,72.73,60.73,57.47,67.33,72.4,50.6,67.4,59.27,51.47,65.73,73.53,65.27,67.6,67.2,75.53,63.4,71.07,69.27,71.8,72.73,60.33,74.13,60.93,63.13,63.13,56.47,70.8,64.27,61.4,59.07,81,80,72,80,82,43.0
190,FC Girona,2017-2018,74.19,78.94,6487500.0,20500.0,24.75,181.38,74.06,2019.12,1.0,70.07,55.13,64.47,66.13,63.6,70.6,59.47,52.8,65.0,71.6,44.67,63.2,59.73,50.73,63.67,70.47,67.8,72.07,67.27,68.73,65.4,63.2,73.13,72.53,69.33,55.73,70.53,62.2,56.73,61.6,51.6,67.13,61.07,66.87,62.27,68,78,69,71,66,35.0
191,FC Girona,2018-2019,76.69,78.94,9312500.0,29375.0,26.62,182.25,75.0,2020.69,1.0,65.07,58.13,67.8,68.33,63.07,70.93,61.6,56.13,67.07,76.53,46.6,66.07,61.8,53.67,66.67,73.87,63.07,66.87,63.87,71.27,62.27,63.8,72.47,70.47,70.8,59.67,71.27,64.0,59.8,64.47,56.2,69.33,55.53,67.93,64.13,74,79,75,77,75,35.0
192,FC Granada,2019-2020,73.06,75.44,4456250.0,15562.5,27.62,181.25,74.81,2020.81,1.19,65.73,61.27,62.93,68.0,52.53,67.73,58.33,60.2,65.2,70.13,49.33,66.53,55.0,50.67,60.73,71.2,65.4,66.0,69.07,66.27,64.0,70.8,74.53,68.67,66.87,57.73,66.67,52.73,61.8,61.6,59.33,65.47,51.13,51.13,47.53,73,65,63,69,75,30.0
