,club_name,season,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_contract_valid_until,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
468,VfL Wolfsburg,2020-2021,77.5,80.12,15031250.0,42812.5,26.12,183.31,78.19,2022.69,1.5,73.73,63.8,66.87,73.8,60.13,72.53,61.0,60.93,64.93,73.6,57.6,73.67,60.73,52.67,64.93,75.53,72.67,74.53,71.53,76.27,68.13,73.33,68.27,73.8,73.2,62.87,70.2,60.07,68.33,67.6,54.8,73.33,59.6,59.4,57.8,83,80,80,83,84,45.0
469,VfL Wolfsburg,2021-2022,78.81,81.31,21093750.0,57937.5,26.0,184.62,78.75,2023.88,2.0,74.8,65.27,68.27,73.67,63.87,73.53,61.53,63.67,65.87,74.6,58.07,73.07,60.27,53.07,68.27,75.2,73.93,75.2,71.13,77.6,68.13,73.73,71.2,75.53,74.87,63.93,68.4,62.53,67.93,69.0,55.2,75.07,64.73,63.87,60.73,85,83,80,84,87,45.0
470,Villarreal CF,2017-2018,79.88,82.94,16968750.0,40000.0,25.94,181.31,73.69,2020.94,1.81,73.33,66.47,69.93,74.4,59.13,71.2,66.53,65.07,65.0,75.93,60.33,73.13,66.93,58.73,67.8,77.07,72.6,73.87,73.73,76.27,69.4,73.67,73.87,72.87,70.27,65.73,70.67,63.33,69.13,68.2,58.87,72.13,52.47,61.2,57.07,86,83,76,82,85,56.0
471,Villarreal CF,2018-2019,79.94,82.12,16500000.0,38125.0,26.94,180.75,73.56,2021.44,1.75,70.47,68.33,70.73,74.8,58.2,69.73,68.27,68.0,66.47,76.87,61.33,74.0,68.53,59.93,67.6,78.13,70.33,70.67,71.27,75.87,69.47,74.0,69.67,70.33,70.73,66.53,66.2,57.6,71.13,67.87,61.6,73.6,58.67,56.6,54.4,85,83,77,82,84,56.0
472,Villarreal CF,2019-2020,78.19,80.5,11281250.0,33187.5,27.38,180.38,74.38,2022.44,1.81,67.6,65.07,69.0,73.73,62.4,68.47,66.2,62.2,68.87,75.13,58.53,72.93,64.67,55.6,67.53,77.13,67.4,67.67,70.0,74.87,68.53,72.87,70.73,69.2,68.73,65.67,66.73,61.87,66.73,66.67,60.33,71.4,63.4,60.53,58.6,84,82,77,80,81,56.0
473,Villarreal CF,2020-2021,79.25,82.38,22468750.0,37812.5,26.5,178.25,73.31,2023.44,1.5,71.07,67.6,72.6,77.07,61.87,68.2,71.27,65.67,64.6,78.33,61.27,77.07,70.4,61.2,70.07,79.47,71.6,70.67,73.8,75.73,71.67,72.8,65.73,73.93,66.67,68.93,64.47,60.4,71.47,69.47,61.0,73.4,63.07,61.47,59.47,85,78,77,78,88,54.0
474,Villarreal CF,2021-2022,79.88,82.44,26156250.0,37875.0,27.19,179.94,74.69,2024.5,1.5,72.0,65.93,71.8,76.53,64.0,71.33,70.4,63.73,69.8,77.87,62.13,76.33,69.27,55.6,69.13,78.87,72.27,71.8,73.6,77.73,69.0,71.0,70.13,74.6,71.6,66.4,67.27,63.0,71.07,70.0,61.53,72.73,64.67,63.07,61.13,85,83,78,81,83,57.0
475,Werder Bremen,2017-2018,75.88,78.44,8237500.0,27500.0,26.69,182.19,75.25,2019.31,1.62,71.2,59.0,69.4,71.93,62.53,72.67,66.13,54.13,64.4,74.67,54.73,70.87,62.8,56.67,70.53,74.2,70.73,71.47,71.0,73.67,69.53,69.4,73.93,78.27,71.07,60.13,69.8,63.2,62.6,67.6,54.8,73.27,60.93,63.87,59.8,73,72,67,74,77,31.0
476,Werder Bremen,2018-2019,77.06,79.5,9968750.0,26875.0,26.94,181.88,74.69,2020.38,1.5,71.2,61.6,68.47,72.4,59.93,69.27,63.33,58.33,64.6,74.0,58.33,71.27,61.8,52.2,70.53,73.87,72.0,70.4,72.67,75.2,70.4,69.13,68.87,74.53,67.87,62.33,65.93,56.07,65.4,68.07,55.73,74.07,65.4,57.73,53.67,85,78,68,78,85,36.0
477,Werder Bremen,2019-2020,77.25,79.69,10656250.0,30500.0,27.06,182.5,75.38,2021.44,1.56,66.67,64.2,69.53,73.4,61.0,68.93,64.13,60.2,66.2,74.87,62.8,72.47,64.87,54.0,70.53,75.8,66.53,66.87,70.67,76.73,68.67,73.87,70.87,70.4,68.87,65.0,66.47,58.73,66.93,69.8,57.27,75.87,65.67,58.6,53.53,86,79,70,80,88,36.0
478,Werder Bremen,2020-2021,74.75,78.62,9068750.0,23687.5,25.69,183.44,75.5,2022.31,1.31,70.27,62.87,66.13,73.6,57.73,68.2,62.4,60.47,67.6,71.87,61.73,73.13,63.33,50.93,63.67,74.47,72.4,68.53,73.0,74.47,70.13,70.13,69.13,74.33,65.8,60.93,66.73,55.13,66.4,66.27,58.2,72.07,60.6,55.93,49.87,84,76,68,76,87,36.0
479,West Bromwich Albion,2017-2018,77.06,77.56,8700000.0,66875.0,28.31,185.12,78.69,2019.44,1.94,67.8,59.67,66.33,69.4,62.6,74.93,63.6,55.8,71.73,72.33,51.13,68.33,60.07,49.4,65.6,73.73,67.07,68.47,64.4,73.33,61.47,69.2,70.53,74.93,76.4,59.93,71.93,63.07,60.0,64.33,61.27,72.67,59.13,63.73,59.67,79,79,73,77,84,49.0
480,West Bromwich Albion,2020-2021,72.81,77.19,4325000.0,47812.5,26.19,183.06,76.38,2022.38,1.31,73.53,57.13,63.87,68.6,55.93,68.53,62.07,55.33,60.53,68.13,48.2,67.6,58.07,49.07,63.07,70.2,73.73,73.13,69.8,69.07,66.87,62.8,63.93,71.47,69.67,57.67,63.6,55.0,60.6,63.73,54.27,67.6,57.07,55.47,50.8,79,74,70,73,77,41.0
481,West Ham United,2017-2018,78.56,80.0,12437500.0,95000.0,27.56,182.81,77.06,2020.12,2.19,72.2,65.73,67.87,73.27,60.47,75.2,66.0,62.53,73.47,71.87,59.6,73.07,62.0,57.07,66.87,74.87,71.8,72.6,72.33,75.33,68.2,74.4,77.13,76.07,75.13,65.67,73.47,59.2,68.0,67.33,65.33,74.47,55.8,62.33,58.47,83,78,75,81,83,60.0
482,West Ham United,2018-2019,78.88,80.81,13500000.0,79375.0,27.38,183.69,78.0,2021.25,2.19,71.4,64.47,67.67,72.07,57.2,71.67,63.4,60.6,70.93,72.87,59.4,71.67,61.8,56.4,67.87,74.33,70.6,72.0,68.2,75.47,66.47,74.27,70.4,69.27,72.27,64.8,73.2,57.53,63.87,66.6,63.07,75.0,52.4,57.93,54.93,78,83,70,79,84,48.0
483,West Ham United,2019-2020,78.88,81.5,14906250.0,77562.5,26.75,182.31,77.5,2022.06,1.88,70.67,64.27,68.53,73.67,57.47,70.87,62.53,61.33,66.93,74.4,59.53,73.53,62.2,54.53,67.87,75.67,70.0,71.13,69.07,75.53,67.8,73.0,70.73,69.8,71.0,63.93,71.53,56.07,66.47,69.67,60.53,76.27,54.53,59.0,54.53,80,83,70,82,84,48.0
484,West Ham United,2020-2021,78.25,80.5,17587500.0,39812.5,27.12,181.44,75.88,2022.75,1.88,73.07,66.47,71.8,76.07,60.8,70.07,68.33,63.33,63.87,76.4,60.73,76.33,67.93,59.67,70.27,77.6,72.47,73.4,72.47,75.67,71.73,72.87,66.2,72.07,68.6,67.93,72.0,60.2,70.0,71.93,63.4,75.07,58.47,62.93,59.07,80,82,70,81,82,48.0
485,West Ham United,2021-2022,79.06,81.88,20718750.0,65250.0,26.5,181.88,77.81,2023.69,1.56,71.73,63.07,70.93,73.87,65.8,72.33,67.53,59.27,68.73,75.87,56.73,73.6,65.53,57.73,71.6,75.13,70.33,72.8,70.47,76.27,71.93,71.2,74.4,75.93,70.47,65.27,71.73,63.27,65.73,69.87,60.47,73.93,66.07,67.0,62.67,85,79,76,80,85,55.0
486,Wolverhampton Wanderers,2018-2019,76.38,80.31,10150000.0,55625.0,25.31,182.56,80.06,2020.75,1.62,69.4,61.0,67.47,69.87,58.93,73.8,64.47,57.4,65.07,72.47,55.73,69.0,64.07,54.8,68.2,72.8,68.8,69.67,66.87,72.13,65.47,71.33,66.87,74.73,74.0,59.93,73.6,59.47,63.0,65.13,58.13,72.67,56.53,59.67,56.2,85,81,80,79,82,55.0
487,Wolverhampton Wanderers,2019-2020,77.94,82.25,13456250.0,73250.0,25.25,182.81,79.19,2022.12,1.62,70.0,62.93,69.33,73.07,62.07,73.47,65.13,60.67,67.33,75.53,58.53,72.67,64.73,53.8,69.27,75.6,68.67,71.0,68.4,74.27,68.4,71.93,71.0,75.0,73.0,60.53,73.13,62.13,65.27,67.27,59.47,76.73,61.6,61.73,58.4,84,80,77,81,82,55.0
488,Wolverhampton Wanderers,2020-2021,78.0,82.06,18843750.0,71937.5,26.06,180.75,75.94,2022.94,1.62,72.6,63.27,70.4,75.47,58.73,70.4,67.8,60.6,63.8,74.87,58.53,75.67,67.0,55.2,69.47,77.47,71.67,73.53,71.0,74.47,71.13,72.0,71.0,74.2,68.27,61.2,70.8,57.87,66.47,71.0,61.53,75.93,59.27,58.13,54.93,84,80,77,82,83,55.0
489,Wolverhampton Wanderers,2021-2022,78.44,81.56,18843750.0,76062.5,26.38,180.56,75.62,2023.69,1.5,71.8,63.6,71.93,76.8,59.8,70.67,70.67,60.93,64.2,77.07,58.27,77.13,68.53,52.93,70.27,78.67,70.8,72.53,73.47,75.87,71.73,71.4,72.53,75.93,67.33,62.93,71.47,59.67,66.87,72.0,59.4,76.73,60.33,59.0,55.87,80,77,62,76,83,44.0
